"AC";"K";"Laundry";"Total";"Type";"Date"
9803;3255;680;30090,1333333333;"Total Series";"2010-11-06"
6943;1026;621;27896,9333333333;"Total Series";"2010-11-07"
13038;1087;555;30425,6666666667;"Total Series";"2010-11-08"
12500;2097;583;33701,6333333333;"Total Series";"2010-11-09"
13308;1026;5858;32442,2333333333;"Total Series";"2010-11-10"
6259;3424;2216;29559,8666666667;"Total Series";"2010-11-11"
10308;2054;489;30613,7;"Total Series";"2010-11-12"
13853;1051;589;33719,5666666667;"Total Series";"2010-11-13"
8758;5344;549;33973,2;"Total Series";"2010-11-14"
8918;1075;4222;29123,0333333333;"Total Series";"2010-11-15"
7949;0;478;25162,4666666667;"Total Series";"2010-11-16"
8915;1153;491;26367,2;"Total Series";"2010-11-17"
9449;2175;489;27535,8666666667;"Total Series";"2010-11-18"
11914;0;483;26173,3333333333;"Total Series";"2010-11-19"
11433;4367;2947;36616,7666666667;"Total Series";"2010-11-20"
4778;0;506;15015,1666666667;"Total Series";"2010-11-21"
10136;4855;2110;34025,6;"Total Series";"2010-11-22"
7611;1871;458;26292,2666666667;"Total Series";"2010-11-23"
12224;1096;2848;29937,4666666667;"Total Series";"2010-11-24"
5072;1076;426;23852,7333333333;"Total Series";"2010-11-25"
9989;1080;385;24801,7333333333;"Total Series";"2010-11-26"
5880;0;352;45816,7333333333;"Training Test";"2007-01-01"
6562;0;348;21153,9333333333;"Training Test";"2007-01-02"
4765;0;344;16900,9;"Training Test";"2007-01-03"
10896;1051;7597;54323,5333333333;"Training Test";"2007-01-04"
7602;1483;379;45222,7333333333;"Training Test";"2007-01-05"
5678;1336;402;25139,6333333333;"Training Test";"2007-01-06"
12810;1987;8177;40793,6666666667;"Training Test";"2007-01-07"
17547;0;467;37356;"Training Test";"2007-01-08"
9790;1688;4267;31150,9;"Training Test";"2007-01-09"
11012;771;4456;35913,3333333333;"Training Test";"2007-01-10"
12415;1378;2170;37586,5666666667;"Training Test";"2007-01-11"
8276;0;439;24354,9333333333;"Training Test";"2007-01-12"
11341;7806;2975;53113,5666666667;"Training Test";"2007-01-13"
12975;1777;4215;50130,2666666667;"Training Test";"2007-01-14"
15163;1099;2239;35811,3;"Training Test";"2007-01-15"
6583;2063;644;28106,7333333333;"Training Test";"2007-01-16"
16064;3500;5737;47461,4666666667;"Training Test";"2007-01-17"
13491;0;336;30357,7;"Training Test";"2007-01-18"
7172;2103;330;24674;"Training Test";"2007-01-19"
11440;4324;5222;52228,8666666667;"Training Test";"2007-01-20"
11599;10346;5567;56787,7;"Training Test";"2007-01-21"
11361;1054;2983;36341,5666666667;"Training Test";"2007-01-22"
5061;0;1064;29627,3333333333;"Training Test";"2007-01-23"
11744;3464;2480;49797,5666666667;"Training Test";"2007-01-24"
11239;1158;262;26605,7333333333;"Training Test";"2007-01-25"
8238;1163;261;26966,2;"Training Test";"2007-01-26"
12374;1170;3896;34067,8666666667;"Training Test";"2007-01-27"
12045;3466;3997;51503,4;"Training Test";"2007-01-28"
15254;1123;294;33044,4;"Training Test";"2007-01-29"
8149;1123;1424;28463,3;"Training Test";"2007-01-30"
15052;0;5950;39395,8666666667;"Training Test";"2007-01-31"
13145;1170;386;30412,6666666667;"Training Test";"2007-02-01"
11338;0;356;27795,6;"Training Test";"2007-02-02"
17834;4746;4573;67162,0333333333;"Training Test";"2007-02-03"
14472;3391;4597;59932,3333333333;"Training Test";"2007-02-04"
7849;896;2564;27421,3333333333;"Training Test";"2007-02-05"
4517;1185;405;21224,6666666667;"Training Test";"2007-02-06"
11986;3299;3513;38800,3;"Training Test";"2007-02-07"
10157;2226;366;30023,5666666667;"Training Test";"2007-02-08"
9770;0;3045;27003,3;"Training Test";"2007-02-09"
14405;5071;2831;47155,4666666667;"Training Test";"2007-02-10"
13114;2430;4765;59520,4666666667;"Training Test";"2007-02-11"
11517;2227;399;31293,5;"Training Test";"2007-02-12"
6256;0;2828;23575,7666666667;"Training Test";"2007-02-13"
11579;3295;3793;41644,5333333333;"Training Test";"2007-02-14"
14028;0;2363;33089,1;"Training Test";"2007-02-15"
8689;1148;859;28375,4666666667;"Training Test";"2007-02-16"
7157;1765;2226;34615,2;"Training Test";"2007-02-17"
13129;6107;8003;63829,3666666667;"Training Test";"2007-02-18"
13085;1634;2900;36443,5666666667;"Training Test";"2007-02-19"
9713;2058;5191;52498,8;"Training Test";"2007-02-20"
11548;3527;2332;34547,9;"Training Test";"2007-02-21"
12251;1409;4129;56157,9666666667;"Training Test";"2007-02-22"
10786;0;503;21891,3333333333;"Training Test";"2007-02-23"
3562;0;363;11915,3666666667;"Training Test";"2007-02-24"
1660;0;329;8362,33333333333;"Training Test";"2007-02-25"
2830;0;331;9474,73333333333;"Training Test";"2007-02-26"
1924;0;314;8635,2;"Training Test";"2007-02-27"
1973;0;340;8679,56666666667;"Training Test";"2007-02-28"
1980;0;316;8626,06666666667;"Training Test";"2007-03-01"
1969;0;340;8594,8;"Training Test";"2007-03-02"
4597;0;347;13652,0333333333;"Training Test";"2007-03-03"
9408;1476;8711;34845;"Training Test";"2007-03-04"
10026;5727;12109;44338,8666666667;"Training Test";"2007-03-05"
4700;0;1740;20775;"Training Test";"2007-03-06"
15513;1076;4761;39586,7666666667;"Training Test";"2007-03-07"
6655;2180;3385;26202,2;"Training Test";"2007-03-08"
8631;1093;345;21210,2;"Training Test";"2007-03-09"
10979;4130;5422;41411,8666666667;"Training Test";"2007-03-10"
9500;4810;3420;58010,6;"Training Test";"2007-03-11"
12353;1403;2841;32511,1333333333;"Training Test";"2007-03-12"
5323;1350;3859;21502,4;"Training Test";"2007-03-13"
8607;3485;480;29889,4;"Training Test";"2007-03-14"
11036;0;3263;31413,5666666667;"Training Test";"2007-03-15"
5370;1106;4604;28367,5666666667;"Training Test";"2007-03-16"
12275;2208;359;33801,5;"Training Test";"2007-03-17"
5856;6564;7369;39517,4333333333;"Training Test";"2007-03-18"
14118;1648;2686;35875,3;"Training Test";"2007-03-19"
11255;3745;2837;34770,4666666667;"Training Test";"2007-03-20"
12335;1865;4133;35701,5333333333;"Training Test";"2007-03-21"
10462;353;736;24249,6333333333;"Training Test";"2007-03-22"
8369;1127;777;21816,8;"Training Test";"2007-03-23"
16382;3707;5797;49473,8333333333;"Training Test";"2007-03-24"
9358;4630;3600;55602,0666666667;"Training Test";"2007-03-25"
9096;1088;344;23601,3666666667;"Training Test";"2007-03-26"
3697;0;3019;18419;"Training Test";"2007-03-27"
13888;1122;8527;38898,3;"Training Test";"2007-03-28"
10724;1162;460;26506,7666666667;"Training Test";"2007-03-29"
8217;1094;468;23373,2333333333;"Training Test";"2007-03-30"
17682;2620;7707;58491,8333333333;"Training Test";"2007-03-31"
19509;4629;5401;46432,5333333333;"Training Test";"2007-04-01"
16641;1755;970;32679,6333333333;"Training Test";"2007-04-02"
7637;3630;1042;27380,3333333333;"Training Test";"2007-04-03"
14748;3434;420;34197,8;"Training Test";"2007-04-04"
10523;1086;4277;30734,6333333333;"Training Test";"2007-04-05"
9166;0;5466;26685,6666666667;"Training Test";"2007-04-06"
5923;1127;3111;25898,7333333333;"Training Test";"2007-04-07"
3545;0;485;26813,6;"Training Test";"2007-04-08"
3801;2667;514;16682;"Training Test";"2007-04-09"
2572;209;742;12956,0666666667;"Training Test";"2007-04-10"
6421;0;1112;14791,3666666667;"Training Test";"2007-04-11"
1818;0;541;8961,76666666667;"Training Test";"2007-04-12"
1988;0;558;9183,7;"Training Test";"2007-04-13"
2008;0;578;9237,8;"Training Test";"2007-04-14"
2893;0;1026;12102,7333333333;"Training Test";"2007-04-15"
4656;952;1305;15873,1666666667;"Training Test";"2007-04-16"
6199;1532;389;20395,5666666667;"Training Test";"2007-04-17"
3430;1579;355;16637,4333333333;"Training Test";"2007-04-18"
5748;733;1605;17144,3;"Training Test";"2007-04-19"
3499;1069;360;13709,6666666667;"Training Test";"2007-04-20"
11129;6575;463;27894,2666666667;"Training Test";"2007-04-21"
11102;4264;2287;37228,5666666667;"Training Test";"2007-04-22"
6005;1402;506;17576,1;"Training Test";"2007-04-23"
6680;1125;527;17201,6666666667;"Training Test";"2007-04-24"
8812;0;1469;21069,3666666667;"Training Test";"2007-04-25"
7163;1324;1845;21257,7666666667;"Training Test";"2007-04-26"
4756;1772;545;18238,8666666667;"Training Test";"2007-04-27"
0;0;18;378,966666666667;"Training Test";"2007-04-28"
1131;1214;500;7013,7;"Training Test";"2007-04-30"
8546;4005;995;27730,9666666667;"Training Test";"2007-05-01"
3754;7;1490;16724,7666666667;"Training Test";"2007-05-02"
7836;1906;1725;18170,6333333333;"Training Test";"2007-05-03"
3990;2259;538;16635,4666666667;"Training Test";"2007-05-04"
11303;2913;2493;26050,8666666667;"Training Test";"2007-05-05"
10095;3215;949;35035,0666666667;"Training Test";"2007-05-06"
9433;946;4935;27394,4;"Training Test";"2007-05-07"
8777;4581;2011;29821,5333333333;"Training Test";"2007-05-08"
9474;3018;5631;27762,2666666667;"Training Test";"2007-05-09"
3261;946;534;11798,0666666667;"Training Test";"2007-05-10"
6471;926;491;16319,2333333333;"Training Test";"2007-05-11"
10408;2247;1075;24026,1;"Training Test";"2007-05-12"
8958;3612;2414;27245,6333333333;"Training Test";"2007-05-13"
5517;3176;2417;24463,0333333333;"Training Test";"2007-05-14"
5318;0;408;15073,2;"Training Test";"2007-05-15"
9077;2213;5756;28215,7333333333;"Training Test";"2007-05-16"
7687;1014;2073;20530,2666666667;"Training Test";"2007-05-17"
8116;3270;3913;27192,1666666667;"Training Test";"2007-05-18"
7022;4683;530;23824,0333333333;"Training Test";"2007-05-19"
7611;5420;1733;32805,4666666667;"Training Test";"2007-05-20"
9060;0;468;18667,7;"Training Test";"2007-05-21"
3984;931;3966;18880,8666666667;"Training Test";"2007-05-22"
8119;956;3792;24415,6;"Training Test";"2007-05-23"
4746;955;4116;19239,8;"Training Test";"2007-05-24"
6539;8060;586;26903,6666666667;"Training Test";"2007-05-25"
8628;2373;2754;25204,1333333333;"Training Test";"2007-05-26"
10444;4366;5534;35896,8;"Training Test";"2007-05-27"
9586;4554;473;27291,1333333333;"Training Test";"2007-05-28"
4332;0;1907;17689;"Training Test";"2007-05-29"
7804;2250;5948;26831,1;"Training Test";"2007-05-30"
3552;935;477;15642,5;"Training Test";"2007-05-31"
7664;0;483;17415,3;"Training Test";"2007-06-01"
7633;3971;1250;24739,3666666667;"Training Test";"2007-06-02"
8334;4985;7529;35133,7666666667;"Training Test";"2007-06-03"
4533;1585;836;15193,6333333333;"Training Test";"2007-06-04"
6448;4484;1027;24314,8666666667;"Training Test";"2007-06-05"
11663;3329;829;28227,3;"Training Test";"2007-06-06"
3959;985;699;16416,7;"Training Test";"2007-06-07"
11380;2799;11440;35800,7666666667;"Training Test";"2007-06-08"
6590;852;596;17663,5666666667;"Training Test";"2007-06-09"
5983;4202;1924;22346,8666666667;"Training Test";"2007-06-10"
5328;0;487;13244,2333333333;"Training Test";"2007-06-11"
3898;1882;475;15312,7666666667;"Training Test";"2007-06-12"
5216;957;857;15454,5333333333;"Training Test";"2007-06-13"
7054;3322;2147;20984,7333333333;"Training Test";"2007-06-14"
4547;2269;4011;16493,4;"Training Test";"2007-06-15"
11108;3289;4498;33629,3666666667;"Training Test";"2007-06-16"
8734;4124;5038;32451,5;"Training Test";"2007-06-17"
4241;0;529;11307,9;"Training Test";"2007-06-18"
4357;973;535;14039,3333333333;"Training Test";"2007-06-19"
5106;1761;2588;17904,7666666667;"Training Test";"2007-06-20"
3711;932;2400;13449,1;"Training Test";"2007-06-21"
3482;0;951;9438,23333333333;"Training Test";"2007-06-22"
2402;0;786;7959,43333333333;"Training Test";"2007-06-23"
3449;0;791;11910,9333333333;"Training Test";"2007-06-24"
4816;1985;3621;17870,0333333333;"Training Test";"2007-06-25"
5231;971;1334;15748,4666666667;"Training Test";"2007-06-26"
7270;2603;6451;24680,4333333333;"Training Test";"2007-06-27"
9541;0;4368;21590,6333333333;"Training Test";"2007-06-28"
6797;4363;667;21736,6333333333;"Training Test";"2007-06-29"
8376;3049;792;22255,2333333333;"Training Test";"2007-06-30"
4690;969;736;17111,0666666667;"Training Test";"2007-07-01"
3445;1018;5281;16117,2;"Training Test";"2007-07-02"
4695;467;3214;17665,2;"Training Test";"2007-07-03"
5632;2329;2218;16723,5;"Training Test";"2007-07-04"
3973;2922;770;17621,5;"Training Test";"2007-07-05"
4005;2826;3563;17825,4;"Training Test";"2007-07-06"
10177;997;3047;22636,7666666667;"Training Test";"2007-07-07"
5277;1825;2831;18151,3333333333;"Training Test";"2007-07-08"
9386;923;594;19669,3;"Training Test";"2007-07-09"
4631;67;2227;15138,7333333333;"Training Test";"2007-07-10"
5284;1015;647;12039,2;"Training Test";"2007-07-11"
6419;1029;2550;17826,3666666667;"Training Test";"2007-07-12"
4427;0;633;13239,7;"Training Test";"2007-07-13"
6604;3775;1968;21469,5;"Training Test";"2007-07-14"
5585;862;632;15283,7333333333;"Training Test";"2007-07-15"
4176;830;695;14227,9;"Training Test";"2007-07-16"
3335;848;694;11993,8666666667;"Training Test";"2007-07-17"
4628;909;671;12618,0333333333;"Training Test";"2007-07-18"
3130;1068;703;11298,1;"Training Test";"2007-07-19"
4765;2111;2418;18507,0333333333;"Training Test";"2007-07-20"
7756;428;512;17670,8;"Training Test";"2007-07-21"
5563;7091;2136;22929,5666666667;"Training Test";"2007-07-22"
3847;1747;1288;16516,9666666667;"Training Test";"2007-07-23"
5599;0;1607;13754,7333333333;"Training Test";"2007-07-24"
2333;0;151;7876;"Training Test";"2007-07-25"
4346;975;3633;15408,3333333333;"Training Test";"2007-07-26"
7157;1837;49;20041,9;"Training Test";"2007-07-27"
6559;907;10265;27031,0333333333;"Training Test";"2007-07-28"
1288;0;0;5351,93333333333;"Training Test";"2007-07-29"
2528;0;0;7780,26666666667;"Training Test";"2007-07-30"
3575;3277;0;13538,8666666667;"Training Test";"2007-07-31"
9812;1583;0;17672,3;"Training Test";"2007-08-01"
6869;482;0;16990,2666666667;"Training Test";"2007-08-02"
9139;958;0;17722,7333333333;"Training Test";"2007-08-03"
7966;552;398;19083,1666666667;"Training Test";"2007-08-04"
6647;169;0;13118,3;"Training Test";"2007-08-05"
7985;1096;0;18162;"Training Test";"2007-08-06"
9042;437;2168;24726,3333333333;"Training Test";"2007-08-07"
9660;1055;1111;18758,0333333333;"Training Test";"2007-08-08"
6646;182;4515;17861,3333333333;"Training Test";"2007-08-09"
8287;336;2651;17133,5;"Training Test";"2007-08-10"
10339;1180;910;18194,1666666667;"Training Test";"2007-08-11"
8582;1123;1156;20698,4;"Training Test";"2007-08-12"
11101;93;476;19216,8666666667;"Training Test";"2007-08-13"
6256;951;685;15686,5;"Training Test";"2007-08-14"
9787;338;508;19864,3333333333;"Training Test";"2007-08-15"
7476;962;0;15974,9333333333;"Training Test";"2007-08-16"
7769;244;0;16831,5333333333;"Training Test";"2007-08-17"
1830;0;0;5799,33333333333;"Training Test";"2007-08-18"
5989;1025;8912;23704,9;"Training Test";"2007-08-19"
7383;1032;6965;22314,0333333333;"Training Test";"2007-08-20"
3296;0;38;10709,2666666667;"Training Test";"2007-08-21"
7241;3048;1836;20163,4666666667;"Training Test";"2007-08-22"
5342;2502;259;18538,5333333333;"Training Test";"2007-08-23"
9944;1891;3782;27603,5666666667;"Training Test";"2007-08-24"
5678;4149;2191;19181,3333333333;"Training Test";"2007-08-25"
5658;1541;3645;21915,1;"Training Test";"2007-08-26"
6344;2305;1229;20195,5;"Training Test";"2007-08-27"
5483;1038;2468;16616,7333333333;"Training Test";"2007-08-28"
4932;957;562;12466,5333333333;"Training Test";"2007-08-29"
4221;3822;2580;20040,9666666667;"Training Test";"2007-08-30"
8738;1200;666;21330,3666666667;"Training Test";"2007-08-31"
9733;2497;569;28358,1;"Training Test";"2007-09-01"
8806;3613;1617;27707,8;"Training Test";"2007-09-02"
5323;621;2515;17315,3666666667;"Training Test";"2007-09-03"
9821;2928;3501;26415,7333333333;"Training Test";"2007-09-04"
6705;0;4144;20609,5333333333;"Training Test";"2007-09-05"
3461;0;3888;15024,5666666667;"Training Test";"2007-09-06"
9388;3632;551;22274,9333333333;"Training Test";"2007-09-07"
9164;3339;1801;24495,8666666667;"Training Test";"2007-09-08"
9233;2184;4438;27991,7;"Training Test";"2007-09-09"
5613;935;595;18622,9333333333;"Training Test";"2007-09-10"
5792;943;550;16392,8666666667;"Training Test";"2007-09-11"
7755;0;3217;21462,7333333333;"Training Test";"2007-09-12"
3853;1175;2523;19106,3666666667;"Training Test";"2007-09-13"
5804;901;676;18924,5;"Training Test";"2007-09-14"
6464;0;1449;18255,2;"Training Test";"2007-09-15"
9310;3118;3064;27537,0666666667;"Training Test";"2007-09-16"
6279;6651;926;24353,1;"Training Test";"2007-09-17"
5425;1888;2029;19458,6666666667;"Training Test";"2007-09-18"
7937;0;2743;21644,7333333333;"Training Test";"2007-09-19"
9996;1056;489;20925,5333333333;"Training Test";"2007-09-20"
6316;3130;2745;20646,3333333333;"Training Test";"2007-09-21"
7688;944;1311;19602,8666666667;"Training Test";"2007-09-22"
7382;2831;1929;23632,8333333333;"Training Test";"2007-09-23"
7955;929;3935;22575,5;"Training Test";"2007-09-24"
9820;916;2253;29405,7;"Training Test";"2007-09-25"
5661;1058;9415;30371,0666666667;"Training Test";"2007-09-26"
7324;1066;643;23210;"Training Test";"2007-09-27"
9952;996;3722;28008,3;"Training Test";"2007-09-28"
8190;4085;7457;38275,3666666667;"Training Test";"2007-09-29"
10225;1405;582;25271,5;"Training Test";"2007-09-30"
5960;1507;6622;28682,0333333333;"Training Test";"2007-10-01"
12815;508;8022;36647,7333333333;"Training Test";"2007-10-02"
3692;979;5024;21340,9;"Training Test";"2007-10-03"
9710;2400;444;25307,6333333333;"Training Test";"2007-10-04"
9425;0;351;23234,8666666667;"Training Test";"2007-10-05"
9666;4840;347;29270,6666666667;"Training Test";"2007-10-06"
10886;2498;8255;35101,9;"Training Test";"2007-10-07"
5082;0;420;18254,0333333333;"Training Test";"2007-10-08"
9290;2034;2147;28130,9666666667;"Training Test";"2007-10-09"
3345;1863;2117;19449,5333333333;"Training Test";"2007-10-10"
7806;2630;414;28874,1;"Training Test";"2007-10-11"
11659;1020;5028;31908,4;"Training Test";"2007-10-12"
8463;969;3799;32112,1333333333;"Training Test";"2007-10-13"
7126;2930;7494;34354,2;"Training Test";"2007-10-14"
7654;1061;339;21105,5;"Training Test";"2007-10-15"
9876;0;7871;32740,7;"Training Test";"2007-10-16"
8968;1065;453;26282,1666666667;"Training Test";"2007-10-17"
9864;1162;317;25308,8333333333;"Training Test";"2007-10-18"
11648;1299;3124;34760,8;"Training Test";"2007-10-19"
13225;2363;296;27670,7666666667;"Training Test";"2007-10-20"
7313;3712;4357;32365,6666666667;"Training Test";"2007-10-21"
13027;0;299;27548,2666666667;"Training Test";"2007-10-22"
10680;1067;5186;32577,4666666667;"Training Test";"2007-10-23"
9115;4459;364;31093,9333333333;"Training Test";"2007-10-24"
7385;1478;2433;30898,6333333333;"Training Test";"2007-10-25"
5766;0;348;23959,4666666667;"Training Test";"2007-10-26"
8949;1374;4856;29761,4666666667;"Training Test";"2007-10-27"
1765;0;283;8535,96666666667;"Training Test";"2007-10-28"
2749;0;269;9090,46666666667;"Training Test";"2007-10-29"
4256;0;1935;13516,8;"Training Test";"2007-10-30"
8915;0;4700;21386,8333333333;"Training Test";"2007-10-31"
1991;0;293;8270,26666666667;"Training Test";"2007-11-01"
12245;1346;2115;24060,0333333333;"Training Test";"2007-11-02"
1936;0;282;8209,16666666667;"Training Test";"2007-11-03"
7068;0;4387;24761,4333333333;"Training Test";"2007-11-04"
6583;1265;397;25009,8666666667;"Training Test";"2007-11-05"
10690;1105;5515;34706,3;"Training Test";"2007-11-06"
6374;5042;301;30745,9666666667;"Training Test";"2007-11-07"
6500;1715;314;25017,6666666667;"Training Test";"2007-11-08"
15375;0;4573;36187,1;"Training Test";"2007-11-09"
13767;3697;304;43526,6666666667;"Training Test";"2007-11-10"
6024;3445;320;31452,0666666667;"Training Test";"2007-11-11"
13281;1018;4165;35935,7666666667;"Training Test";"2007-11-12"
11076;978;4933;36906,6333333333;"Training Test";"2007-11-13"
16345;1055;295;34133,2333333333;"Training Test";"2007-11-14"
7503;1606;571;24866,4666666667;"Training Test";"2007-11-15"
13564;1991;4660;38495,9;"Training Test";"2007-11-16"
14990;2588;2199;43501,5666666667;"Training Test";"2007-11-17"
7066;5201;2097;36397,6333333333;"Training Test";"2007-11-18"
10750;1089;253;28727,5666666667;"Training Test";"2007-11-19"
11026;1015;3954;34930,9333333333;"Training Test";"2007-11-20"
9455;1139;549;29197,2666666667;"Training Test";"2007-11-21"
9001;2867;297;32206,3;"Training Test";"2007-11-22"
13685;2168;6181;42043,6333333333;"Training Test";"2007-11-23"
13451;1573;4131;31650,9;"Training Test";"2007-11-24"
5678;3556;279;23259,9666666667;"Training Test";"2007-11-25"
8926;1088;288;26161,9333333333;"Training Test";"2007-11-26"
15111;1063;11020;46683,5333333333;"Training Test";"2007-11-27"
7810;1182;769;27415,6666666667;"Training Test";"2007-11-28"
8818;2031;283;28653,8333333333;"Training Test";"2007-11-29"
13601;0;7941;38862,1333333333;"Training Test";"2007-11-30"
17847;9356;353;52249,0333333333;"Training Test";"2007-12-01"
10636;2090;6915;49103,1333333333;"Training Test";"2007-12-02"
10428;1141;299;29367,6666666667;"Training Test";"2007-12-03"
8561;1012;5828;34460,6;"Training Test";"2007-12-04"
10919;3422;295;35885,3333333333;"Training Test";"2007-12-05"
11908;4751;318;41465,5666666667;"Training Test";"2007-12-06"
10263;459;3710;29483,6;"Training Test";"2007-12-07"
12283;1133;2354;36890,0666666667;"Training Test";"2007-12-08"
8728;4176;2428;37909,7333333333;"Training Test";"2007-12-09"
8281;1102;278;29312,5666666667;"Training Test";"2007-12-10"
12740;1050;3817;38418,4;"Training Test";"2007-12-11"
7759;1152;254;26467,7;"Training Test";"2007-12-12"
8911;1103;1448;30795,7666666667;"Training Test";"2007-12-13"
12941;980;3849;32913,4666666667;"Training Test";"2007-12-14"
14313;1706;3687;45614,6;"Training Test";"2007-12-15"
12929;3410;2281;46036,9666666667;"Training Test";"2007-12-16"
10567;1636;243;29951,1;"Training Test";"2007-12-17"
11093;1123;5810;43719,9;"Training Test";"2007-12-18"
11679;1233;2658;36600,8666666667;"Training Test";"2007-12-19"
13592;1859;276;32495,9666666667;"Training Test";"2007-12-20"
12251;1191;200;33042,9333333333;"Training Test";"2007-12-21"
12673;3819;4550;43521,0666666667;"Training Test";"2007-12-22"
11962;1971;3091;40150,8;"Training Test";"2007-12-23"
14350;2985;2316;37630,8;"Training Test";"2007-12-24"
9084;4588;3368;44916,1333333333;"Training Test";"2007-12-25"
9480;1109;2773;43004,6666666667;"Training Test";"2007-12-26"
7960;4122;1490;42203,3;"Training Test";"2007-12-27"
15823;1980;8554;51884,2;"Training Test";"2007-12-28"
14906;4836;2434;54982,6;"Training Test";"2007-12-29"
13485;3595;3597;42648,6;"Training Test";"2007-12-30"
14071;0;3457;36942,3666666667;"Training Test";"2007-12-31"
12355;2461;2739;45995,6333333333;"Training Test";"2008-01-01"
8987;0;3094;27401,7666666667;"Training Test";"2008-01-02"
6671;1130;846;25168,4666666667;"Training Test";"2008-01-03"
11752;1241;5326;38197,5333333333;"Training Test";"2008-01-04"
14591;2113;286;36387,4666666667;"Training Test";"2008-01-05"
7824;1966;2445;30419,7333333333;"Training Test";"2008-01-06"
10294;1288;282;28263,5666666667;"Training Test";"2008-01-07"
9793;2197;3511;34059,1666666667;"Training Test";"2008-01-08"
8963;1162;284;29807,3333333333;"Training Test";"2008-01-09"
9992;1307;285;31567,9333333333;"Training Test";"2008-01-10"
7997;1261;290;28430,3;"Training Test";"2008-01-11"
11116;5594;2621;47856,8;"Training Test";"2008-01-12"
9362;6505;340;48027,6;"Training Test";"2008-01-13"
9738;5918;339;33748,8666666667;"Training Test";"2008-01-14"
14512;782;6883;44781,8666666667;"Training Test";"2008-01-15"
9391;1162;3430;35597,5333333333;"Training Test";"2008-01-16"
8657;1007;350;26204,7;"Training Test";"2008-01-17"
14983;1034;846;36449,8;"Training Test";"2008-01-18"
8015;2521;6054;33005,1;"Training Test";"2008-01-19"
4940;1775;380;29006,1333333333;"Training Test";"2008-01-20"
10447;0;376;30983,3;"Training Test";"2008-01-21"
7552;4670;7640;38750,3;"Training Test";"2008-01-22"
13359;1116;387;31371,8;"Training Test";"2008-01-23"
5935;1107;320;27417,0333333333;"Training Test";"2008-01-24"
11409;0;2421;37330,9333333333;"Training Test";"2008-01-25"
15606;4925;311;47249,8;"Training Test";"2008-01-26"
7367;3725;3818;39696,1;"Training Test";"2008-01-27"
12792;1142;280;38469,9333333333;"Training Test";"2008-01-28"
11077;1487;6199;44600,4;"Training Test";"2008-01-29"
7261;0;261;27344,1;"Training Test";"2008-01-30"
9437;1165;267;32565,3666666667;"Training Test";"2008-01-31"
7241;336;280;25577,5333333333;"Training Test";"2008-02-01"
15188;6247;2764;48933,9;"Training Test";"2008-02-02"
8452;2319;4435;34742,8;"Training Test";"2008-02-03"
9531;1161;252;27135,6333333333;"Training Test";"2008-02-04"
13717;1098;7803;41207,6;"Training Test";"2008-02-05"
8428;2114;356;27825,6666666667;"Training Test";"2008-02-06"
8089;0;295;25305,1666666667;"Training Test";"2008-02-07"
9563;940;1921;32509,4;"Training Test";"2008-02-08"
10293;2050;2838;35037,9333333333;"Training Test";"2008-02-09"
10128;2562;2955;36411,9;"Training Test";"2008-02-10"
8930;1018;297;28200,2666666667;"Training Test";"2008-02-11"
12138;2009;1856;33129,9666666667;"Training Test";"2008-02-12"
7568;2530;3615;31674,9666666667;"Training Test";"2008-02-13"
9299;1300;291;26743,7;"Training Test";"2008-02-14"
13417;1109;1723;33420,1333333333;"Training Test";"2008-02-15"
11599;1076;2360;39115,8;"Training Test";"2008-02-16"
6049;3182;2257;32222,8;"Training Test";"2008-02-17"
10345;0;251;25240,0666666667;"Training Test";"2008-02-18"
11200;1881;4711;35448,6;"Training Test";"2008-02-19"
7704;3655;5516;37563,1666666667;"Training Test";"2008-02-20"
8523;0;307;27230,8333333333;"Training Test";"2008-02-21"
10101;1167;1985;28876,0666666667;"Training Test";"2008-02-22"
10040;1684;2250;30566,1666666667;"Training Test";"2008-02-23"
11447;754;332;21050,1333333333;"Training Test";"2008-02-24"
1856;0;321;8408,13333333333;"Training Test";"2008-02-25"
2013;0;295;8452;"Training Test";"2008-02-26"
2969;0;326;9445,33333333333;"Training Test";"2008-02-27"
2028;0;281;8486,4;"Training Test";"2008-02-28"
8062;0;3773;22222,4666666667;"Training Test";"2008-02-29"
2724;0;1287;19031,2666666667;"Training Test";"2008-03-01"
2565;0;5244;19370,4333333333;"Training Test";"2008-03-02"
1755;0;2207;17342,5;"Training Test";"2008-03-03"
9415;1249;2443;27816,5;"Training Test";"2008-03-04"
5529;1145;9797;33953,4666666667;"Training Test";"2008-03-05"
6965;1082;372;41720,1333333333;"Training Test";"2008-03-06"
9033;1235;3471;31049,2666666667;"Training Test";"2008-03-07"
8435;6286;346;37477,6666666667;"Training Test";"2008-03-08"
4155;2607;333;26007,6333333333;"Training Test";"2008-03-09"
8660;2009;368;26978,1;"Training Test";"2008-03-10"
12936;1271;3901;36667,3666666667;"Training Test";"2008-03-11"
11042;1120;2374;29570,5333333333;"Training Test";"2008-03-12"
5464;3263;3590;27925,2333333333;"Training Test";"2008-03-13"
14476;980;3881;36837;"Training Test";"2008-03-14"
5910;2550;502;26271,6666666667;"Training Test";"2008-03-15"
11286;2394;566;30032,6666666667;"Training Test";"2008-03-16"
9346;236;6651;28448,6333333333;"Training Test";"2008-03-17"
12544;1156;4019;31959,4333333333;"Training Test";"2008-03-18"
